task_id,task_name,created,model_type,experiment,Metrics/accuracy,Metrics/f1_score,Metrics/precision,Metrics/recall,Metrics/roc_auc,learn/Logloss
5818041653f64f63a738b23b0837894b,CatBoost_baseline,2025-12-22 11:22:57.587000+00:00,catboost,baseline,0.8062455654144287,0.5819295644760132,0.6785714030265808,0.5093833804130554,0.8600709438323975,0.4126652479171753
e539585e514543c1bcc56087d43df841,XGBoost_baseline,2025-12-22 11:22:33.848000+00:00,xgboost,baseline,0.8041163682937622,0.5779816508293152,0.6725978851318359,0.5067024230957031,0.8529971837997437,
c5b04909c1924bba93155c0870897167,GradientBoosting_baseline,2025-12-22 11:23:17.750000+00:00,gradient_boosting,baseline,0.799858033657074,0.5753012299537659,0.6563574075698853,0.5120643377304077,0.8524550795555115,
2ff82563f31a415a808003c69695c6be,LightGBM_baseline,2025-12-22 11:19:41.185000+00:00,lightgbm,baseline,0.8034066557884216,0.5758039951324463,0.6714285612106323,0.5040214657783508,0.8515622615814209,
b87f9ea4a8db4330a7abce75ce50af23,lightgbm_baseline,2025-12-26 12:46:36.193000+00:00,lightgbm,baseline,0.8034066557884216,0.5758039951324463,0.6714285612106323,0.5040214657783508,0.8515622615814209,
6024fdf71f3a4dbaac6194bec9663a9d,lightgbm_baseline,2025-12-26 13:26:18.882000+00:00,lightgbm,baseline,0.8034066557884216,0.5758039951324463,0.6714285612106323,0.5040214657783508,0.8515622615814209,
